es,1859811
le,1771523
de,1639004
en,1414174
re,1311187
ai,1236741
ou,1218397
on,1153845
qu,1129830
nt,1122608
it,994427
an,907308
ur,871075
la,854957
et,829305
te,761092
me,723432
is,722785
ne,719440
se,714735
er,708934
eu,686917
il,678209
ue,668643
ce,665194
ie,605591
us,591896
un,574136
ar,565265
ui,559966
in,558636
ns,558081
pa,554126
au,542791
oi,526815
co,517587
tr,510081
ll,461858
ra,457615
ma,450397
el,446040
ut,432593
so,417715
ir,396625
po,391610
ri,389728
ta,387628
ve,385583
sa,374541
st,370969
vo,364499
or,350758
ti,350315
em,347374
nd,346589
av,340418
si,338971
om,334187
pr,333250
ch,331070
ro,328975
lu,316451
ss,313725
to,306004
va,300272
mo,299985
da,296790
as,290930
l',282999
pe,279308
di,271743
rt,267369
'a,266821
rs,260860
nc,249966
pl,245257
no,244277
ux,242398
mm,239549
'e,237589
ét,234360
du,228947
fa,227842
je,222841
su,217525
u',216242
al,211838
d',208754
vi,205443
li,204634
he,202441
at,198933
mi,192417
ge,183249
io,172083
uv,168680
ré,167891
na,165691
té,163104
do,162467
tt,162176
lo,159097
nn,158898
ha,154155
bl,150712
ec,147479
am,145767
mp,141140
'i,137268
fo,136994
os,132864
ni,132096
ca,131133
ul,128885
fi,127328
ci,126802
èr,123494
ag,122956
rd,122434
ap,116806
ho,115028
ts,114995
ac,114924
'u,114812
dé,113977
rr,113624
n',109649
gr,109277
ée,107925
êt,107029
bi,106391
tu,104248
ei,100351
ng,99952
dr,99537
ev,98803
jo,95877
cr,95704
ea,95620
ol,95479
bo,95024
iv,94462
ab,94081
ér,93552
im,91936
ic,90236
mb,90026
br,89308
'o,87328
pu,87193
'é,87146
ls,87075
ez,86791
fe,86748
ot,84950
be,82713
ua,82311
és,81238
up,80124
ig,77085
éc,76946
iè,74647
uc,74076
rm,73926
rc,73649
gn,72508
c',72400
fr,72080
s',72045
ga,71718
ès,70835
né,70723
rè,69689
nu,67894
vr,67335
ép,67331
id,66985
cu,66315
ba,65944
pi,64608
êm,64339
mê,62904
ff,62522
ru,62123
sé,62081
oy,61060
ad,60506
ct,60173
t-,59025
ep,58871
sq,57985
pp,57857
sp,56516
fu,55937
gu,55234
op,51973
iq,50419
oc,50212
ex,49735
j',49493
ju,48907
mé,48611
où,48395
rn,47764
ps,45799
cl,45580
nf,44711
lq,43873
ye,42558
ia,41404
là,39790
ya,39504
pé,39418
ix,39317
ib,39176
'h,38966
hi,38194
lé,37983
um,37419
én,37359
ud,37028
ef,37024
gé,36604
vé,36519
ôt,36208
ja,36054
ay,34798
rg,34497
sc,33803
ob,33758
gi,32941
aî,32047
uj,30936
rv,30433
ég,30186
él,30178
if,30061
rl,29483
ît,29055
rê,29017
ds,28398
gl,28301
ub,28159
ût,27795
mu,27715
nv,27447
nq,27408
hé,26887
eg,25816
'y,25626
ph,25588
év,25194
cc,25050
ém,24711
ça,24449
pt,23666
hu,22934
ug,22786
éd,22741
fl,22473
ié,22120
oe,22047
of,21961
th,21697
go,21332
aq,21326
od,21072
ys,21018
-i,20484
m',20314
-m,20171
mè,20153
pè,20140
-c,19918
cé,19914
rq,19730
uo,19624
vu,19283
ed,19262
lè,18297
uf,18105
af,18061
èc,17431
nç,17116
rp,17073
tô,16765
'à,16688
i-,16047
ço,15912
tê,15569
gt,15284
éf,15104
s-,15003
fé,14879
xi,14758
ué,14662
éj,13965
lt,13963
e-,13799
rb,13680
ip,13603
éa,13555
ii,13466
bu,13047
-d,12914
cô,12861
eû,12617
og,12556
bs,12514
'ê,12442
xp,12135
tè,12029
mt,11872
jà,11625
ât,11573
cs,11234
dè,11008
rf,10848
xe,10605
-ê,10579
âc,10319
èv,10113
lh,9770
ah,9660
aj,9451
-v,9235
cè,9142
èm,9119
-t,9037
xt,8990
èt,8823
âm,8809
eh,8159
œu,8144
-e,8099
bé,8055
çu,7986
ze,7896
z-,7877
în,7735
rç,7438
-l,7151
nr,7136
uy,7123
u’,7076
eç,7055
’e,6856
èn,6829
èg,6661
xa,6648
oq,6605
oû,6573
à-,6567
ov,6469
lg,6443
a-,6420
éo,6368
yé,6353
aç,6290
nê,6276
fû,6230
dm,6026
nh,5931
hr,5928
râ,5925
xc,5917
hè,5899
x-,5816
yo,5776
u-,5768
oh,5738
pê,5613
sm,5543
eq,5369
vê,5345
hâ,5242
fs,5236
d’,5204
ld,5194
yr,5161
nz,4971
sû,4930
uq,4900
